"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Lrpap1",1.04307023896026e-12,0.256059504887923,0.614,0.461,1.74641250109116e-08,"1","Lrpap1"
"Cxcl10",1.15966337427914e-12,0.742110056342648,0.438,0.212,1.94162438755557e-08,"1","Cxcl10"
"Clec12a1",1.60524227847653e-12,0.449848996169843,0.876,0.716,2.68765714685325e-08,"1","Clec12a"
"Itga5",1.75920087054588e-12,0.298763203359765,0.483,0.273,2.94543001755497e-08,"1","Itga5"
"Plxnd1",2.00561661362393e-12,0.320109435883161,0.384,0.265,3.35800389619055e-08,"1","Plxnd1"
"Slc11a2",2.2828884007001e-12,0.255134280771737,0.274,0.119,3.82224004929218e-08,"1","Slc11a2"
"Naaa",2.30086630916312e-12,0.325783625333891,0.765,0.646,3.85234046143181e-08,"1","Naaa"
"Rasgef1b1",2.88943786147246e-12,0.302020644870031,0.592,0.389,4.83778581146334e-08,"1","Rasgef1b"
"Slc35f6",3.19381095589498e-12,0.25133096101994,0.45,0.279,5.34739768345497e-08,"1","Slc35f6"
"Prkar1a",3.40813544442901e-12,0.342913530105175,0.847,0.685,5.70624117460748e-08,"1","Prkar1a"
"Zbtb18",5.13083145138024e-12,0.36162460924608,0.438,0.209,8.59055109904593e-08,"1","Zbtb18"
"Gbp5",5.38258930386248e-12,0.489003687400752,0.339,0.148,9.01206927145695e-08,"1","Gbp5"
"Nras",5.68659361870504e-12,0.278031123439902,0.675,0.515,9.52106369579784e-08,"1","Nras"
"Sirpa",5.88936508441808e-12,0.275822810359589,0.956,0.841,9.86056396084119e-08,"1","Sirpa"
"Fblim1",6.60234869207562e-12,0.311039985362925,0.295,0.141,1.10543124151422e-07,"1","Fblim1"
"Fnip1",7.0589197539877e-12,0.393968266466344,0.634,0.405,1.18187493441016e-07,"1","Fnip1"
"Dnajc3",8.11786761836592e-12,0.330001547648215,0.705,0.584,1.35917457534301e-07,"1","Dnajc3"
"Gde1",1.15197282867715e-11,0.307092004185445,0.459,0.306,1.92874810705415e-07,"1","Gde1"
"Slc29a31",1.44034679116423e-11,0.464433943638477,0.625,0.363,2.41157263244627e-07,"1","Slc29a3"
"Slco3a1",1.72576804575621e-11,0.374994707340786,0.428,0.192,2.88945343900961e-07,"1","Slco3a1"
"Rbm47",1.77977584061146e-11,0.302705284764747,0.566,0.333,2.97987868993576e-07,"1","Rbm47"
"Csde1",2.19725116855701e-11,0.281849760883419,0.937,0.841,3.67885763151501e-07,"1","Csde1"
"Tnpo1",2.38557307218999e-11,0.321841381181387,0.571,0.375,3.9941649947677e-07,"1","Tnpo1"
"Dse",2.71853115341652e-11,0.253161417159749,0.482,0.338,4.55163671016527e-07,"1","Dse"
"Ldlrap1",2.88252676170056e-11,0.308179204277621,0.464,0.271,4.82621455711524e-07,"1","Ldlrap1"
"Adam10",3.10341160731179e-11,0.329099184378045,0.689,0.505,5.19604205412213e-07,"1","Adam10"
"Ifit2",3.14210610243275e-11,0.408540012512831,0.312,0.127,5.26082824730316e-07,"1","Ifit2"
"Tlr11",3.33347199356541e-11,0.29282917320156,0.362,0.16,5.58123215882656e-07,"1","Tlr1"
"Ncapg2",3.49003847431698e-11,0.403285754598306,0.423,0.167,5.84337141754893e-07,"1","Ncapg2"
"Tardbp",3.62405491880441e-11,0.306273938312064,0.645,0.476,6.06775515055423e-07,"1","Tardbp"
"Usp25",3.69582913203624e-11,0.280022518596905,0.707,0.562,6.18792671576828e-07,"1","Usp25"
"Tcea1",4.08090066750571e-11,0.252480815960367,0.614,0.454,6.83265198760482e-07,"1","Tcea1"
"Ppig",5.2583441438434e-11,0.28273787397713,0.795,0.659,8.804045600037e-07,"1","Ppig"
"F10",5.85626912602315e-11,0.340814632667917,0.315,0.294,9.80515139770056e-07,"1","F10"
"Syncrip",6.44162077256377e-11,0.295340128503112,0.727,0.555,1.07852056595035e-06,"1","Syncrip"
"Herc6",6.94839992406885e-11,0.283497167514314,0.4,0.223,1.16337059928685e-06,"1","Herc6"
"Ndufc21",7.40465911631328e-11,0.289825182930541,0.829,0.728,1.23976207584433e-06,"1","Ndufc2"
"Irf81",7.41732791703972e-11,0.363679760794857,0.808,0.651,1.24188321314996e-06,"1","Irf8"
"Arrdc4",7.97583809537312e-11,0.280637463441002,0.418,0.236,1.33539457230832e-06,"1","Arrdc4"
"Csf2rb2",9.87199603103041e-11,0.275835626269814,0.418,0.249,1.65286829547542e-06,"1","Csf2rb2"
"Aoah1",9.88235978340445e-11,0.394373208377184,0.47,0.242,1.65460349853541e-06,"1","Aoah"
"Tlr2",1.00177794185034e-10,0.324397869341787,0.823,0.703,1.67727680804002e-06,"1","Tlr2"
"Ndufv3",1.48674496755523e-10,0.283679890991418,0.718,0.602,2.48925709917771e-06,"1","Ndufv3"
"Ap1s1",1.92418402882032e-10,0.252288377682603,0.475,0.33,3.22166131945386e-06,"1","Ap1s1"
"Eif3c",2.01621671525143e-10,0.273419807032433,0.8,0.676,3.37575164634546e-06,"1","Eif3c"
"Dram1",2.03010280349836e-10,0.268078794425623,0.4,0.265,3.3990011238973e-06,"1","Dram1"
"Ccnd11",2.21337843646867e-10,0.456933074955965,0.507,0.263,3.70585951617949e-06,"1","Ccnd1"
"Cerk",2.48549228807352e-10,0.277520697752759,0.464,0.304,4.1614597379215e-06,"1","Cerk"
"Creg1",2.72019060349991e-10,0.265545823868475,0.827,0.781,4.55441512743989e-06,"1","Creg1"
"Srxn1",2.77346199779673e-10,0.272536630041789,0.39,0.228,4.64360742291107e-06,"1","Srxn1"
"Ptpmt1",3.09231515460129e-10,0.308529815685614,0.452,0.24,5.17746326334894e-06,"1","Ptpmt1"
"Trafd1",3.13256640514535e-10,0.251249734693175,0.665,0.516,5.24485593213486e-06,"1","Trafd1"
"Hk2",3.81703425100864e-10,0.278078768753951,0.45,0.313,6.39086044646377e-06,"1","Hk2"
"P2rx41",3.89803699152416e-10,0.309612520643934,0.76,0.565,6.52648333490891e-06,"1","P2rx4"
"Saa3",4.00859118609306e-10,1.60531219521366,0.272,0.111,6.71158422287562e-06,"1","Saa3"
"Spon1",4.2842592208396e-10,0.30112053278699,0.325,0.117,7.17313521345174e-06,"1","Spon1"
"Trip12",5.05790415302349e-10,0.290344368550783,0.695,0.516,8.46844892340722e-06,"1","Trip12"
"Lamp2",5.16425306543797e-10,0.294228094515934,0.97,0.884,8.64650890746279e-06,"1","Lamp2"
"Odc1",5.20291692600113e-10,0.582554155277084,0.638,0.396,8.7112438092037e-06,"1","Odc1"
"Dennd1a",5.39981124618237e-10,0.266682592529741,0.449,0.267,9.04090396948314e-06,"1","Dennd1a"
"Zranb2",5.75363804816072e-10,0.265121371836277,0.54,0.386,9.6333161840355e-06,"1","Zranb2"
"Eid11",7.19336056999605e-10,0.280949757196593,0.637,0.443,1.20438436023444e-05,"1","Eid1"
"Igtp",7.50352188362162e-10,0.358702263915958,0.498,0.265,1.25631466897477e-05,"1","Igtp"
"Slc6a6",8.05399381787946e-10,0.268211363418802,0.875,0.735,1.34848018492756e-05,"1","Slc6a6"
"Lpxn1",8.41828108057194e-10,0.300748616951933,0.486,0.331,1.40947280132016e-05,"1","Lpxn"
"Glg1",8.73455734404922e-10,0.311920479192344,0.604,0.431,1.46242693611416e-05,"1","Glg1"
"Itgav",9.68863699918672e-10,0.266956343015492,0.564,0.376,1.62216849277383e-05,"1","Itgav"
"Pdlim41",1.08687174087617e-09,0.270378540776301,0.356,0.176,1.81974935574898e-05,"1","Pdlim4"
"Acsl1",1.43236103551176e-09,0.28576018184685,0.431,0.293,2.39820208175734e-05,"1","Acsl1"
"Stxbp3",1.52740403039934e-09,0.309472577101825,0.644,0.484,2.55733256809762e-05,"1","Stxbp3"
"Ankrd28",1.53367014635495e-09,0.274592263688495,0.264,0.088,2.5678239260421e-05,"1","Ankrd28"
"Ccng1",1.68437185296855e-09,0.266593987630938,0.474,0.326,2.82014379342524e-05,"1","Ccng1"
"Myo5a",2.1218770161692e-09,0.282092951468238,0.549,0.352,3.55265868817209e-05,"1","Myo5a"
"Gtf2a1",4.29697819097291e-09,0.254010116232799,0.4,0.254,7.19443058514594e-05,"1","Gtf2a1"
"Cited21",6.6951610854056e-09,0.309673016908728,0.581,0.429,0.000112097082052946,"1","Cited2"
"Parp9",6.95995112713179e-09,0.25826542946003,0.478,0.303,0.000116530461721567,"1","Parp9"
"Abcc31",8.15842227813723e-09,0.312577120339555,0.354,0.144,0.000136596464202852,"1","Abcc3"
"Ptgs2",1.35703023595484e-08,0.829296946951523,0.695,0.41,0.000227207572405919,"1","Ptgs2"
"Ier3",1.41194515160584e-08,0.610464445580367,0.864,0.581,0.000236401976733366,"1","Ier3"
"Timp21",1.72138802271839e-08,0.314067569909503,0.61,0.425,0.000288211996643741,"1","Timp2"
"Rab8b",2.51089578310121e-08,0.263957921225656,0.808,0.635,0.000420399280964635,"1","Rab8b"
"Zeb2os",2.75705968826309e-08,0.282869847243388,0.342,0.16,0.000461614503605889,"1","Zeb2os"
"Rbis",3.38037606183075e-08,0.32169034077069,0.519,0.293,0.000565976364032322,"1","Rbis"
"Arrb21",5.16409174824704e-08,0.339435789268283,0.706,0.517,0.000864623881409002,"1","Arrb2"
"AU020206",6.1122502650022e-08,0.317425481915378,0.679,0.364,0.00102337406186932,"1","AU020206"
"Ly6i",6.73562073881912e-08,0.367268679060128,0.379,0.283,0.00112774498030048,"1","Ly6i"
"Nsd2",8.27643614212246e-08,0.257768220181212,0.412,0.236,0.00138572370327556,"1","Nsd2"
"Rab3il11",1.13238615408038e-07,0.325785780255267,0.448,0.243,0.00189595413777679,"1","Rab3il1"
"Irf2bp2",1.24666324851473e-07,0.258254156951228,0.921,0.754,0.00208728827698822,"1","Irf2bp2"
"Apobec11",1.32270372962782e-07,0.265546927207576,0.685,0.513,0.00221460285451586,"1","Apobec1"
"Cpne2",1.42907307326283e-07,0.314980453456007,0.396,0.173,0.00239269704656396,"1","Cpne2"
"Znfx1",1.63489265859588e-07,0.253557770572549,0.418,0.251,0.00273730077828708,"1","Znfx1"
"Dtx3l",2.23479754676769e-07,0.290765312409498,0.495,0.31,0.00374172153255314,"1","Dtx3l"
"AI504432",2.85347665624557e-07,0.278857713384499,0.699,0.406,0.00477757596555196,"1","AI504432"
"Dck",2.92956029639311e-07,0.287803413997754,0.509,0.327,0.00490496280425099,"1","Dck"
"Zfp91.1",2.95152670139291e-07,0.281542216814556,0.461,0.255,0.00494174115614214,"1","Zfp91.1"
"Psmb9",4.02918137280258e-07,0.328163274286496,0.833,0.726,0.00674605837248336,"1","Psmb9"
"Ifih1",4.11987784606726e-07,0.263856691569655,0.481,0.315,0.00689791147767041,"1","Ifih1"
"Impact",8.73627341528295e-07,0.325053136098651,0.493,0.279,0.0146271425792082,"1","Impact"
"Pla2g7",1.69099639311308e-06,0.503765203760665,0.814,0.6,0.0283123526098923,"1","Pla2g7"
"Bmp2k1",1.76025666749189e-06,0.304084628738731,0.6,0.405,0.0294719773838167,"1","Bmp2k"
"Slc11a1",2.15389702565381e-06,0.308318437815016,0.809,0.612,0.0360626979005218,"1","Slc11a1"
"Clec5a",3.82283474360198e-06,0.261194775756377,0.458,0.277,0.0640057221121279,"1","Clec5a"
"Tgm2",3.86201666078176e-06,0.499777299469588,0.892,0.673,0.064661744951469,"1","Tgm2"
"Gpr651",5.83114008113826e-06,0.409101361980842,0.686,0.434,0.0976307783784979,"1","Gpr65"
"Marchf5",6.94027055486895e-06,0.372062005564649,0.554,0.309,0.116200949900171,"1","Marchf5"
"Septin7",7.13141160463703e-06,0.298015589810647,0.728,0.459,0.119401224496438,"1","Septin7"
"Atp13a21",1.05480087934577e-05,0.27433644241128,0.574,0.392,0.176605311228862,"1","Atp13a2"
"B4galt6",1.18729470008664e-05,0.286884836349789,0.38,0.222,0.198788751635506,"1","B4galt6"
"Itgb51",1.26502742582932e-05,0.316721509595853,0.71,0.494,0.211803541906603,"1","Itgb5"
"Rnase41",2.1426241306249e-05,0.285493436054269,0.492,0.316,0.358739558190527,"1","Rnase4"
"Lacc11",2.49143500752815e-05,0.297641610261649,0.555,0.339,0.417140963310438,"1","Lacc1"
"Il21r1",6.76986729240516e-05,0.254843875450226,0.432,0.242,1,"1","Il21r"
"Ik",7.60142672162631e-05,0.252888840085688,0.683,0.553,1,"1","Ik"
"Arl4c",7.79804922807475e-05,0.378108641675081,0.846,0.629,1,"1","Arl4c"
"Cttnbp2nl1",8.95745221643568e-05,0.290759620406562,0.546,0.333,1,"1","Cttnbp2nl"
"Sod1",0.0001025182217436,0.32674740480708,0.694,0.516,1,"1","Sod1"
"Hgf",0.000155059346564378,0.252650995621858,0.388,0.194,1,"1","Hgf"
"Vegfa",0.000162931563585413,0.413769217781728,0.474,0.275,1,"1","Vegfa"
"Lin54",0.000182646834475317,0.302491749847741,0.45,0.252,1,"1","Lin54"
"Tax1bp1",0.000254720220538816,0.26762406756522,0.904,0.809,1,"1","Tax1bp1"
"Sting11",0.000293627313536831,0.386030276300311,0.515,0.259,1,"1","Sting1"
"Gm10076",0.00223055930771952,0.273081891292318,0.485,0.278,1,"1","Gm10076"
"Wfdc17",0.00340142870552626,0.308636913867898,0.912,0.742,1,"1","Wfdc17"
"Tob21",0.00342663776214042,0.257934751690476,0.685,0.54,1,"1","Tob2"
"Lars2",0.00392915257664286,0.254654526348851,0.88,0.703,1,"1","Lars2"
"Marcks1",0.00619827623840639,0.28935907451014,0.936,0.79,1,"1","Marcks"
"Cd721",0.00728239113861071,0.520807949629448,0.679,0.362,1,"1","Cd72"
"Ace",0,2.7461430574853,0.953,0.095,0,"2","Ace"
"Eno3",0,2.66264278835101,0.844,0.061,0,"2","Eno3"
"Adgre4",0,2.52573084435706,0.936,0.131,0,"2","Adgre4"
"Itgal",0,2.3914008024911,0.983,0.561,0,"2","Itgal"
"Pou2f2",0,2.31791075177184,0.971,0.513,0,"2","Pou2f2"
"Spn",0,2.27887472217988,0.902,0.21,0,"2","Spn"
"Gngt2",0,2.27017203863355,0.996,0.757,0,"2","Gngt2"
"Treml4",0,2.252749994094,0.884,0.105,0,"2","Treml4"
"Ceacam1",4.34022297995963e-315,1.83164789742077,0.801,0.126,7.26683533534641e-311,"2","Ceacam1"
"Dusp16",4.66189310285964e-307,1.9652984707602,0.82,0.35,7.80540762211789e-303,"2","Dusp16"
"Stk10",7.99347908817312e-305,1.80073622899007,0.91,0.375,1.33834820373283e-300,"2","Stk10"
"Stap1",2.92805509517045e-294,2.03099393521044,0.95,0.501,4.90244264584388e-290,"2","Stap1"
"Myo1g",1.83003626291533e-289,1.83035558848431,0.895,0.439,3.06402971499914e-285,"2","Myo1g"
"Cd300e",1.44179671568406e-282,2.00907021838651,0.615,0.062,2.41400024106982e-278,"2","Cd300e"
"Slc12a2",4.45963216410461e-280,1.811215199555,0.607,0.026,7.46676213236036e-276,"2","Slc12a2"
"Pglyrp1",3.40147172265619e-276,1.84387477802927,0.835,0.136,5.69508410524326e-272,"2","Pglyrp1"
"Gpx1",3.98640360005288e-266,1.14870733383982,0.997,0.952,6.67443554756854e-262,"2","Gpx1"
"Msn",3.31612995350772e-264,0.999174697363989,0.993,0.91,5.55219638115798e-260,"2","Msn"
"Rap1b",1.61663274346934e-262,0.996444711711213,0.999,0.945,2.70672820239071e-258,"2","Rap1b"
"Grk3",3.0299910361148e-259,1.69249375101476,0.853,0.301,5.07311399176701e-255,"2","Grk3"
"Itga4",3.27002456294962e-259,1.66609219440497,0.965,0.633,5.47500212574654e-255,"2","Itga4"
"Lst1",3.57397944127922e-254,1.20768152882919,0.993,0.848,5.98391377853381e-250,"2","Lst1"
"Cd300ld",4.29794269217206e-236,1.26555342406626,0.837,0.401,7.19604544950368e-232,"2","Cd300ld"
"Napsa",9.30682475689488e-231,1.74908738112962,0.981,0.531,1.55824166904691e-226,"2","Napsa"
"Coro1a",6.50792391338828e-229,1.28202126106042,0.999,0.922,1.0896217008186e-224,"2","Coro1a"
"Cyfip2",1.07544306633358e-227,1.3896084725259,0.674,0.184,1.80061432596231e-223,"2","Cyfip2"
"H2-K11",7.48441696551943e-227,0.716052956800302,0.999,0.994,1.25311593253692e-222,"2","H2-K1"
"Fam49a",1.62176454975455e-221,1.39629166424977,0.866,0.401,2.71532038565405e-217,"2","Fam49a"
"Ptprc",3.65572100671315e-220,0.759238423571714,1,0.964,6.12077368153982e-216,"2","Ptprc"
"Calm11",8.00097690365743e-220,0.684889745995153,0.999,0.973,1.33960356297936e-215,"2","Calm1"
"B2m1",2.3739006595256e-216,0.316713288900955,1,0.997,3.97462187424372e-212,"2","B2m"
"Cd300a",3.11076703744364e-209,1.36540628110937,0.967,0.602,5.20835725079189e-205,"2","Cd300a"
"Smpdl3b",3.72325261145647e-208,1.51111461016591,0.661,0.139,6.23384184736156e-204,"2","Smpdl3b"
"Nr4a1",7.06899208611906e-207,1.75940599456749,0.974,0.693,1.18356134497891e-202,"2","Nr4a1"
"H2-D1",3.62330968147019e-203,0.913036278308159,1,0.991,6.06650739968554e-199,"2","H2-D1"
"Hfe",2.41455280346533e-201,1.61161535285504,0.79,0.312,4.04268575884201e-197,"2","Hfe"
"Agpat4",6.4970656629122e-201,1.40026013196353,0.858,0.442,1.08780370394139e-196,"2","Agpat4"
"Fcgr42",4.49930029728412e-200,0.989373431796013,0.824,0.573,7.53317848774281e-196,"2","Fcgr4"
"Fgr",5.39297150375859e-198,1.15370337775562,0.91,0.576,9.029452188743e-194,"2","Fgr"
"Rbpms",1.88298810368993e-197,1.39880647687256,0.75,0.234,3.15268698200805e-193,"2","Rbpms"
"Atp1a11",5.52741844016081e-197,0.962596936596439,0.939,0.77,9.25455669436124e-193,"2","Atp1a1"
"Pot1b",5.94788720893813e-195,1.46411201179304,0.686,0.195,9.95854755392512e-191,"2","Pot1b"
"Heg1",2.7428734110984e-194,1.1600730762036,0.521,0.056,4.59239295220205e-190,"2","Heg1"
"Rap1a",4.22139050111111e-194,1.22770634433329,0.975,0.81,7.06787411601034e-190,"2","Rap1a"
"Itgb2",1.44777666939739e-192,1.12303773555809,0.967,0.83,2.42401247757205e-188,"2","Itgb2"
"S1pr5",5.40009611089425e-192,1.13449070154112,0.456,0.014,9.04138091847025e-188,"2","S1pr5"
"Adgre5",2.31619076965605e-188,1.42985971237572,0.961,0.582,3.87799820563513e-184,"2","Adgre5"
"Nadk",2.89876785321893e-188,1.3292570751436,0.916,0.602,4.85340701664446e-184,"2","Nadk"
"Rasgrp2",1.68862088963855e-186,1.48007496663564,0.78,0.188,2.82725795552183e-182,"2","Rasgrp2"
"Fyb1",2.78921830372752e-186,0.650043361876034,0.967,0.765,4.66998820593099e-182,"2","Fyb"
"Tnfrsf1b",1.91110575285707e-184,1.07423108932068,0.907,0.685,3.19976436200859e-180,"2","Tnfrsf1b"
"Rras",2.5611082709231e-183,1.4972489267989,0.813,0.342,4.28806357800655e-179,"2","Rras"
"Trem3",6.07853207300973e-181,1.21549084149926,0.692,0.166,1.01772862498402e-176,"2","Trem3"
"Prr13",1.25512036146432e-179,1.2648534777891,0.949,0.761,2.10144802119971e-175,"2","Prr13"
"Krt80",2.5388955363979e-170,1.49575974058624,0.708,0.205,4.25087279659101e-166,"2","Krt80"
"Flna",6.22040918358414e-169,1.22154683897537,0.961,0.729,1.04148310960749e-164,"2","Flna"
"Stk24",3.98514227685206e-167,1.34734529022223,0.851,0.441,6.6723237141334e-163,"2","Stk24"
"Rps27",2.82887304128279e-165,1.05214064720271,0.996,0.955,4.73638213301978e-161,"2","Rps27"
"Bcl2",4.65195687393044e-165,1.22189865594981,0.555,0.119,7.78877139402174e-161,"2","Bcl2"
"Clec4a1",2.10145596246274e-164,1.19130610306911,0.923,0.6,3.51846771795136e-160,"2","Clec4a1"
"Gfpt1",7.2035041533494e-161,1.19638197823659,0.692,0.35,1.20608270039529e-156,"2","Gfpt1"
"Klf3",1.59042796728725e-160,1.16309568139169,0.91,0.571,2.66285354562904e-156,"2","Klf3"
"Fabp4",1.2320444182301e-154,1.70478725754517,0.573,0.081,2.06281196944265e-150,"2","Fabp4"
"Cyth3",2.07952208962684e-154,1.21024559513988,0.682,0.238,3.48174383466222e-150,"2","Cyth3"
"Zfyve9",3.77723874917264e-153,1.14022685809412,0.578,0.131,6.32423083773974e-149,"2","Zfyve9"
"Samsn1",1.17611219652848e-152,1.09738546510255,0.898,0.543,1.96916465064763e-148,"2","Samsn1"
"Abi3",2.11400653215641e-152,1.10983105087353,0.701,0.317,3.53948113678947e-148,"2","Abi3"
"Clec4a3",9.00464281783091e-151,1.210886599219,0.954,0.742,1.50764734698943e-146,"2","Clec4a3"
"Ear2",3.14201853883614e-149,1.32229626903103,0.895,0.239,5.26068163957334e-145,"2","Ear2"
"Rap1gap2",1.50991708768489e-148,1.09865982641079,0.581,0.158,2.5280541799108e-144,"2","Rap1gap2"
"Smpdl3a",3.34146832651304e-148,1.43045063951943,0.959,0.622,5.59462041908079e-144,"2","Smpdl3a"
"Smc6",4.84448429767955e-148,1.30634098624973,0.761,0.417,8.11112005960488e-144,"2","Smc6"
"Stk38",7.73362580567026e-148,1.15234217481558,0.79,0.445,1.29484096864337e-143,"2","Stk38"
"Fcer1g1",1.69533406506956e-147,0.443686692183209,0.999,0.981,2.83849782514596e-143,"2","Fcer1g"
"Ly6i1",7.19242952330842e-146,1.30218807426362,0.665,0.248,1.20422847508753e-141,"2","Ly6i"
"Csf1r1",7.02932661514894e-144,0.951442912354961,0.979,0.806,1.17692015517439e-139,"2","Csf1r"
"Dusp5",2.19126547065686e-142,0.993638718832871,0.867,0.582,3.66883577752078e-138,"2","Dusp5"
"Map3k14",1.08502400606898e-141,1.06347548658626,0.621,0.192,1.81665569336129e-137,"2","Map3k14"
"Sat1",2.07359458136462e-141,1.25205788412746,0.986,0.898,3.47181940757878e-137,"2","Sat1"
"Arhgef10l",1.73829880854529e-140,1.04401272077656,0.653,0.242,2.91043369514737e-136,"2","Arhgef10l"
"Fau",3.12821966363393e-140,0.61889719760293,1,0.99,5.23757818282229e-136,"2","Fau"
"Slc44a2",3.31287883573254e-140,1.17256184462574,0.646,0.189,5.546753034667e-136,"2","Slc44a2"
"H2-Q7",5.76766614512528e-140,0.847208425233804,0.88,0.691,9.65680342678326e-136,"2","H2-Q7"
"Limd2",1.71706605815998e-139,1.16171900583316,0.846,0.535,2.87488370117725e-135,"2","Limd2"
"Ly6e",3.28404008232459e-139,0.60510554937428,1,0.933,5.49846830983606e-135,"2","Ly6e"
"Cebpb",3.14964047684723e-137,0.983720954462109,1,0.963,5.27344305038532e-133,"2","Cebpb"
"Ifngr1",4.72885365607227e-137,1.18382355234489,0.96,0.772,7.91751967636179e-133,"2","Ifngr1"
"Arrdc3",8.76998085703868e-135,1.04438811847161,0.653,0.277,1.46835789489399e-130,"2","Arrdc3"
"Ifitm3",3.85192695538319e-134,1.19790567429763,0.999,0.844,6.44928130139808e-130,"2","Ifitm3"
"Cbfa2t3",2.3685178412701e-132,1.39083774881188,0.707,0.217,3.96560942163853e-128,"2","Cbfa2t3"
"Rassf5",2.86394514359502e-132,1.18961726325967,0.779,0.393,4.79510335392113e-128,"2","Rassf5"
"Cybb",1.41585643622285e-131,0.819952163647939,0.996,0.903,2.37056843116792e-127,"2","Cybb"
"Ptprj",2.11531486725956e-131,0.824128268199284,0.798,0.544,3.54167168225268e-127,"2","Ptprj"
"Cyp4f18",3.08190397911506e-131,0.706196292535606,0.885,0.706,5.16003183223235e-127,"2","Cyp4f18"
"Scnn1a",4.80011016301588e-131,1.1367796595754,0.448,0.045,8.03682444593749e-127,"2","Scnn1a"
"Sema4d",1.5394543834746e-129,0.792824628191311,0.822,0.52,2.57750847425153e-125,"2","Sema4d"
"Rnase6",8.18156556510539e-127,1.33483348547753,0.812,0.355,1.3698395225656e-122,"2","Rnase6"
"Gsr",1.57744340181804e-125,1.1417798037515,0.947,0.506,2.64111348766394e-121,"2","Gsr"
"Rel",2.11148543699376e-125,0.90929192380689,0.918,0.77,3.53526006715866e-121,"2","Rel"
"Il17ra",7.14500914383891e-123,1.05582417272145,0.801,0.464,1.19628888095295e-118,"2","Il17ra"
"Spi1",9.72231814277078e-123,0.973053958925537,0.968,0.875,1.62780772664411e-118,"2","Spi1"
"Cytip",1.18906392918105e-121,1.14742685921627,0.976,0.753,1.99084973662783e-117,"2","Cytip"
"Osgin2",3.92554778712455e-121,1.0922122416819,0.545,0.194,6.57254465998263e-117,"2","Osgin2"
"Ifitm6",4.88315558870886e-120,1.42273875638033,0.939,0.271,8.17586740217524e-116,"2","Ifitm6"
"Nxpe4",7.00110473169288e-120,1.12635328750606,0.609,0.11,1.17219496522734e-115,"2","Nxpe4"
"Cd300c21",2.63296211148841e-119,0.86229980472271,0.947,0.798,4.40836846326504e-115,"2","Cd300c2"
"Btg1",3.01675471601628e-119,0.625407222659226,0.994,0.976,5.05095242102605e-115,"2","Btg1"
"Pilrb2",5.43975608861013e-119,1.00438168509628,0.598,0.208,9.10778361915994e-115,"2","Pilrb2"
"Cblb",3.41700449171081e-118,0.882128932613452,0.517,0.169,5.72109062047141e-114,"2","Cblb"
"Fyn",2.76870341959588e-116,0.910841373686245,0.552,0.236,4.63564013542939e-112,"2","Fyn"
"Rhoa",7.55345038452293e-116,0.831594275850265,0.992,0.943,1.26467419788067e-111,"2","Rhoa"
"Cdkn1b",3.48050734603841e-114,1.02196813400647,0.726,0.422,5.82741344947211e-110,"2","Cdkn1b"
"Ppp2r5a",2.40776978217169e-113,1.00248322228878,0.858,0.621,4.03132894629006e-109,"2","Ppp2r5a"
"Cxcr4",1.40593381672399e-112,0.937401171547683,0.84,0.656,2.35395498934098e-108,"2","Cxcr4"
"Ywhaz",1.6473748386117e-112,0.651970846172292,0.975,0.897,2.75819969228757e-108,"2","Ywhaz"
"Tln1",2.46193437605897e-112,0.763815195725528,0.943,0.84,4.12201672583553e-108,"2","Tln1"
"Prkcd",1.61286335512058e-111,0.89977432991504,0.925,0.773,2.70041711547839e-107,"2","Prkcd"
"Tiam2",2.59646644394848e-111,0.772570547219133,0.358,0.031,4.34726376710293e-107,"2","Tiam2"
"Slc16a3",1.10400669042458e-110,0.513644057032898,0.762,0.449,1.84843840177787e-106,"2","Slc16a3"
"Arhgef1",1.2967143533513e-110,1.07039057653087,0.762,0.426,2.17108884181608e-106,"2","Arhgef1"
"Ptpre",1.46830261035758e-110,0.945428388868176,0.849,0.63,2.45837906052169e-106,"2","Ptpre"
"Ldlrad3",1.81391657660295e-110,1.02345116611678,0.556,0.136,3.03704052420632e-106,"2","Ldlrad3"
"Cd244a",2.12789893874741e-107,1.03894161007231,0.599,0.191,3.56274119314478e-103,"2","Cd244a"
