"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cd81",1.47344649145582e-51,0.269740741458385,0.982,0.862,2.45888750494148e-47
"1110008F13Rik",1.92169258022734e-56,0.269595402775763,0.88,0.618,3.20692057788338e-52
"Edf1",4.29178286401036e-67,0.268060011667654,0.955,0.752,7.16212724346048e-63
"Sra1",1.24281665329883e-52,0.26800586698076,0.626,0.327,2.0740124310251e-48
"Ctps",1.00436865790634e-46,0.267781880005925,0.447,0.187,1.67609041631409e-42
"Erh",3.28847863729874e-54,0.267755216607543,0.841,0.561,5.48781314992414e-50
"Dctn3",2.04795883265014e-64,0.267358948695537,0.853,0.528,3.41763369992655e-60
"Cdc42",4.26847594866263e-64,0.267321173696241,0.905,0.644,7.12323266312819e-60
"Cox14",7.38525466041211e-57,0.26716053053226,0.854,0.573,1.23245129772957e-52
"Eif3i",2.9867790925493e-53,0.265537786852846,0.769,0.477,4.98433694964627e-49
"Psma5",6.90994128241014e-53,0.265364600031054,0.685,0.38,1.1531310012086e-48
"C1d",1.42471939533018e-54,0.265347796486572,0.509,0.224,2.377571726927e-50
"Rps17",3.21750570500327e-72,0.26532151637257,0.994,0.877,5.36937352050946e-68
"Nubp1",8.83364091856014e-50,0.265320625825467,0.5,0.232,1.47415799648932e-45
"Bcap31",2.7767550398357e-53,0.265013177572028,0.849,0.576,4.63384881047782e-49
"Lamtor4",7.0064573939194e-57,0.264332770799847,0.767,0.452,1.16923760989727e-52
"Hpcal1",6.63947101141929e-51,0.263385283871236,0.643,0.339,1.10799492238565e-46
"1500011K16Rik",4.94766847937109e-50,0.263173345257839,0.621,0.324,8.25666915837447e-46
"Psmc3",5.92685337328123e-50,0.263024061376272,0.703,0.398,9.89073290933171e-46
"Pdia3",5.91068111066597e-53,0.262760230310931,0.906,0.677,9.86374463747937e-49
"Hmgn2",8.11673240720064e-46,0.262642029802515,0.562,0.28,1.35452030411364e-41
"Mrpl17",7.7956356879001e-53,0.262487790901849,0.646,0.338,1.30093568359677e-48
"H1f0",1.77590858341039e-28,0.262461036329173,0.733,0.501,2.96363624399527e-24
"Atp1b1",1.07170734131722e-55,0.261825417935776,0.987,0.903,1.78846521119017e-51
"Hras",2.66307279622907e-53,0.260965611433566,0.696,0.382,4.44413588234708e-49
"2200002D01Rik",7.29834238706885e-57,0.260354275672724,0.595,0.232,1.21794737755405e-52
"Psmd4",2.69706631976648e-51,0.260041654972475,0.751,0.439,4.5008642744263e-47
"Tbcb",4.49509586918533e-52,0.258992565809897,0.666,0.363,7.50141598649647e-48
"Lbp",7.86921020972993e-48,0.258068650899088,0.668,0.372,1.31321379979973e-43
"Gm10076",5.03033269091319e-69,0.25730247714352,0.984,0.831,8.39461919459594e-65
"Timm17a",1.83738373606735e-51,0.256734678193817,0.676,0.367,3.06622597874919e-47
"Mrps28",6.8528891361874e-46,0.256629530481622,0.572,0.301,1.14361013904695e-41
"Mrpl32",5.74665331774288e-46,0.256546446144023,0.691,0.407,9.59001505664931e-42
"Slc25a39",3.83970900984993e-48,0.256425599262073,0.544,0.272,6.40770639563757e-44
"Dnajb11",2.93839317773175e-51,0.256124880542326,0.629,0.326,4.90359053499874e-47
"Tgoln1",3.05836829166827e-52,0.256086186394213,0.97,0.843,5.10380500513601e-48
"Mrpl57",9.67263479174847e-52,0.255761624885435,0.673,0.361,1.61416929404699e-47
"Bola3",1.46651128159889e-51,0.254932873166016,0.602,0.304,2.44731402673223e-47
"Ufc1",1.19429671020061e-51,0.254906279587063,0.737,0.433,1.99304234998277e-47
"Vps29",4.70045440693023e-51,0.254560919544363,0.626,0.324,7.84411831428517e-47
"Park7",1.64583855515905e-59,0.254200252246726,0.943,0.718,2.74657538084943e-55
"Psma1",5.3882050551517e-46,0.254037903030386,0.713,0.427,8.99183659603715e-42
"Atp6v0e",1.90311983728229e-61,0.253937504610112,0.901,0.622,3.17592638445669e-57
"Psmc4",6.68271110083946e-47,0.25321347112118,0.595,0.305,1.11521082850809e-42
"Ube2i",3.93161959756053e-57,0.253146361100794,0.927,0.687,6.56108678440901e-53
"Rpl32",4.92029248485582e-69,0.252789955223163,0.998,0.934,8.21098409872739e-65
"Calm1",6.427480490273e-62,0.252669271535749,0.996,0.941,1.07261794421676e-57
"Pdia6",1.44912534170178e-43,0.25167240552424,0.892,0.697,2.41830037023194e-39
"Mrps21",1.29285209915466e-52,0.251392226140242,0.803,0.504,2.1575115830693e-48
"Ndufa10",2.06889997100936e-50,0.250667576067019,0.715,0.421,3.45258027162043e-46
