"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Minos1",0.0476653981366585,0.5014049656372,0.606,0.772,1
"Slc25a36",6.63010001324195e-10,0.496221507793392,0.271,0.272,1.10643109020982e-05
"Gm26532",0.199170719953582,0.494272599319064,0.214,0.312,1
"Hbegf",0.0153214270377847,0.493412564750286,0.462,0.587,1
"Gsap",4.15909910998051e-05,0.491954861450937,0.319,0.4,0.694070459473547
"Dctn3",0.00139756708790231,0.491880876048935,0.446,0.582,1
"2610001J05Rik",2.14463282275438e-07,0.491181198751487,0.31,0.369,0.00357896325461251
"Uap1l1",7.69855923313362e-10,0.486660019817294,0.315,0.328,1.28473556482534e-05
"Ap2m1",3.47611836098752e-06,0.48527294827598,0.417,0.497,0.0580094632081598
"Nfkbia",3.21144735448884e-06,0.484871407535893,0.534,0.807,0.0535926334517098
"Tbrg1",5.35467365160006e-07,0.483714249187036,0.314,0.363,0.00893587938979018
"Jup",6.86674091532341e-08,0.483066791462138,0.315,0.351,0.00114592172394917
"Ltbp3",7.26826667666906e-08,0.482718092126119,0.245,0.273,0.00121292834300253
"Psma7",0.00320138363531738,0.479802932775249,0.533,0.67,1
"Tjp2",4.74701288390649e-12,0.478797875707623,0.266,0.246,7.92181510066314e-08
"Mvp",6.26289022391155e-12,0.474878880876311,0.255,0.237,1.04515112056636e-07
"Scand1",7.70772414412223e-05,0.474858690979306,0.433,0.538,1
"Tmem123",3.44561379167756e-08,0.470655693076901,0.258,0.294,0.000575004029555151
"Ndufa13",0.000283934566013111,0.46531967636396,0.766,0.874,1
"Rabac1",0.00583810675099575,0.464910576199478,0.691,0.866,1
"Ubl3",6.91316980318514e-05,0.464370003944093,0.381,0.465,1
"Hsp90ab1",0.000101000045265045,0.463861931566764,0.742,0.881,1
"Rbx1",0.0336503356649654,0.461645615534725,0.596,0.76,1
"Psmc1",8.35605612987661e-08,0.460185900440956,0.278,0.312,0.00139445864695381
"Arl6ip4",1.51426077184001e-06,0.460124054225971,0.227,0.261,0.025269983760466
"Uqcr10",0.198520556022403,0.458116785504115,0.637,0.791,1
"Slc9a3r2",0.000204701672656221,0.456905523861137,0.392,0.488,1
"Ndufa3",0.034093352914683,0.456456681093351,0.627,0.769,1
"Pkm",0.00116589207983569,0.456283559184326,0.57,0.724,1
"Ccdc124",2.12051497432323e-06,0.456202811128259,0.288,0.344,0.0353871538915061
"Lrp10",1.72035457203253e-06,0.455148734491835,0.325,0.375,0.0287092770980789
"Laptm4a",0.70495754348565,0.454478312349347,0.641,0.869,1
"Atp6v0e",0.016027441343505,0.45424105455326,0.51,0.67,1
"Tmem176b",0.280275863697939,0.453729060488062,0.691,0.87,1
"Pnn",4.92422388020262e-07,0.452092040835365,0.242,0.275,0.00821754481128213
"Vamp8",1.06421685085849e-08,0.449439696746121,0.907,0.968,0.000177596508071265
"Prr13",4.57186807019223e-06,0.445740988690488,0.379,0.447,0.076295334355368
"Arid5b",0.000204046297293934,0.445674513624766,0.31,0.38,1
"Rassf7",1.09423947036636e-08,0.445256385252388,0.247,0.259,0.000182606682814739
"Klf2",0.0118573231656992,0.444086348067779,0.275,0.336,1
"Cox6b1",0.185866772931376,0.443485348621906,0.74,0.873,1
"Flot1",5.23281763416454e-08,0.442807852509161,0.234,0.251,0.000873252606789379
"Nedd9",2.21901600533431e-05,0.44251225002169,0.237,0.265,0.37030939097019
"Rnf181",5.141453759809e-05,0.440225043510821,0.379,0.453,0.858005803436925
"Dctn2",8.78143408528408e-05,0.439767412304548,0.319,0.399,1
"Ilk",3.00061515032765e-10,0.439600878085416,0.261,0.26,5.00742656286678e-06
"Eif5b",0.000627067710849191,0.436125867412681,0.433,0.544,1
"Edf1",0.229220433988014,0.435460024705336,0.618,0.79,1
"Ppp1r11",4.66933474792353e-05,0.434967712790811,0.291,0.353,0.779218582733479
"Tmco1",0.000228635281369469,0.434197861616918,0.33,0.413,1
"Ankrd11",1.32715669428119e-05,0.433095734098789,0.253,0.295,0.221475909141645
"Esam",0.00195717962280326,0.428225199953064,0.405,0.521,1
"Spop",0.000856706825207681,0.428062932756981,0.299,0.384,1
"Phip",8.14011804717555e-05,0.426193487866659,0.278,0.325,1
"Ndufa5",0.126670661234973,0.4256587091621,0.444,0.595,1
"Puf60",0.000113882111576869,0.424567118169653,0.301,0.368,1
"Osbpl9",5.67925588340474e-05,0.423835384809922,0.332,0.412,0.947754221822583
"N4bp2l2",8.37100019862005e-06,0.423819571507213,0.255,0.295,0.139695251314571
"Atp2b1",0.000401461710521514,0.422469283945565,0.342,0.423,1
"Tmc4",2.62387181870088e-05,0.422091614126238,0.314,0.378,0.437871729104802
"Ccdc12",0.0823673480934413,0.420780633854069,0.408,0.562,1
"Tonsl",0.12466869727358,0.420647605865899,0.534,0.709,1
"Fgfr1op2",0.000312248834036718,0.418169373829337,0.278,0.345,1
"Arpc5",0.00122244795447975,0.417121686383941,0.392,0.502,1
"Grn",0.000192368502813074,0.416211746161256,0.301,0.368,1
"Spint1",1.07023705305105e-06,0.415852956371287,0.309,0.345,0.017860115941316
"Tcf25",0.000315772779266617,0.415388328739449,0.402,0.497,1
"Sbds",0.000121168873369851,0.415332784952503,0.343,0.417,1
"Anxa11",1.68891545207512e-08,0.414261940416413,0.289,0.292,0.000281846210642297
"Eny2",0.00146441928063058,0.413697329820505,0.422,0.545,1
"Eif1ax",5.66798066189278e-07,0.413628596547324,0.257,0.283,0.00945872612856666
"Atp5e",0.0309711010179242,0.411985772832652,0.761,0.854,1
"Cox17",0.0888171607161626,0.410122960488372,0.435,0.581,1
"Psmb6",0.0294160056190514,0.410079476157144,0.59,0.735,1
"Sec62",0.0296487094776996,0.409089438710093,0.559,0.719,1
"Ten1",7.48245329678986e-06,0.408944102930339,0.243,0.279,0.124867180616829
"Pias1",9.46917930311689e-07,0.407826655531974,0.239,0.253,0.0158021664210415
"Rbm42",7.14818926205006e-05,0.405670701806898,0.281,0.34,1
"Rtf1",0.00510077708599568,0.404122477534215,0.26,0.348,1
"Pkn2",1.47431936300981e-05,0.404067451378961,0.237,0.272,0.246034415299078
"Amotl2",0.00304505609104799,0.402326182735608,0.271,0.348,1
"Srsf5",0.003481807077899,0.401327803082892,0.515,0.646,1
"Rsrc2",0.0102590848556634,0.39902758170861,0.317,0.413,1
"Pvrl2",0.0261517142124213,0.397615300633297,0.462,0.605,1
"Mea1",4.51256312052928e-05,0.396914992706586,0.276,0.334,0.753056533553927
"Adrb2",0.000221620948669606,0.396412421012124,0.271,0.317,1
"Rnf13",3.87372551725808e-06,0.395381648922876,0.302,0.338,0.0646447314320029
"Matn4",0.0683822681389732,0.394595465807287,0.49,0.645,1
"Tm2d2",0.000222395137613348,0.394020241727785,0.288,0.352,1
"Cltb",0.00854149433358857,0.392890432417472,0.387,0.497,1
"Sri",0.0386506927310617,0.392747007735632,0.356,0.48,1
"Actn1",3.5609350638872e-06,0.392384504410012,0.265,0.289,0.0594248843461496
"Snrnp70",0.0557525482306357,0.391018632585006,0.304,0.413,1
"Rab25",0.0138000551435854,0.389416577596716,0.319,0.421,1
"Calm3",0.202226298552948,0.386229480779206,0.342,0.478,1
"Ocln",1.03523489166006e-09,0.385152959888373,0.25,0.215,1.72759998720231e-05
"Tapbp",0.109999998046405,0.383866299285031,0.356,0.48,1
"Tcea3",0.0228888263745239,0.383667350796134,0.278,0.365,1
"Srrm1",0.0264179368582981,0.383315866706628,0.348,0.457,1
"Gata6",7.05543415699019e-05,0.383197383149427,0.248,0.286,1
"Ndufs6",0.108327038310005,0.382460481665065,0.531,0.676,1
"Cyba",0.185544223438711,0.382427066002206,0.556,0.719,1
"Tmem176a",0.604280152562388,0.38220846781622,0.626,0.824,1
"Krt18",4.66162099721144e-05,0.380929996758284,0.814,0.917,0.777931312014645
"Tpgs1",0.000180728134182774,0.379117599364451,0.23,0.282,1
"Tpm4",0.320505075879669,0.376650337875911,0.426,0.583,1
"Crb3",0.168419792164829,0.375671702134081,0.451,0.616,1
"Wls",0.40549534367587,0.374433805159362,0.482,0.658,1
"Eif4e2",0.00039949125129652,0.373733019157563,0.245,0.308,1
"Paip2",0.358921774110274,0.373117493444383,0.521,0.705,1
"Pdcd6ip",1.35685979831532e-05,0.371391441984145,0.266,0.297,0.226432763142861
"Atp5k",0.900212822859932,0.370688888591263,0.529,0.7,1
"Txndc9",4.22322759764952e-05,0.369622482785416,0.288,0.324,0.704772221495751
"Kif5b",0.136268205092323,0.366795541354119,0.469,0.63,1
"Sh3glb1",0.000315938874038347,0.366358428510635,0.27,0.317,1
"Tpm1",0.172726055458546,0.36460129974728,0.627,0.803,1
"Mrps33",0.0386638338090097,0.360752398470361,0.342,0.457,1
"Wbp2",0.0208589306180632,0.360127093810596,0.301,0.39,1
"Ctsd",0.311357872713562,0.358623134286125,0.462,0.621,1
"Ube2d3",0.82014995531275,0.358045354157821,0.608,0.794,1
"Hcfc1r1",0.143466905321766,0.358032305176194,0.351,0.49,1
"Zfos1",0.484084687831112,0.357396857477223,0.373,0.564,1
"Nfib",0.0124749997614448,0.356275474265776,0.291,0.383,1
"Btg2",0.812286434725844,0.355878568524314,0.592,0.776,1
"Rbm4b",0.0083470699365356,0.355660364243232,0.25,0.304,1
"Srp14",0.640790559655228,0.355439084852059,0.557,0.739,1
"Tbcb",0.0539791025797189,0.353071572404271,0.299,0.412,1
"Mrpl54",0.595347219655181,0.351835145271014,0.355,0.509,1
"1810058I24Rik",0.0705983157272279,0.351635194473556,0.309,0.42,1
"Sh3bgrl3",0.290257881438536,0.351536554878529,0.448,0.592,1
"Mllt4",0.000234074198895794,0.350966514769964,0.229,0.258,1
"Rab24",0.00128204182120095,0.350696400330903,0.219,0.273,1
"Lamp1",0.00667037841847866,0.35069368499093,0.663,0.891,1
"Ywhab",0.00219032436898904,0.350330946033691,0.322,0.396,1
"Gas6",0.805835965792981,0.350157144558611,0.466,0.633,1
"Cfl1",0.381368670571956,0.350011260869643,0.663,0.862,1
"Tpd52l2",0.0001001018568715,0.349881688294739,0.275,0.31,1
"Fkbp8",0.186655553922578,0.34921085134365,0.433,0.582,1
"Psmc3",0.151217171970296,0.34917434911519,0.324,0.448,1
"Wwc1",0.00315879956941892,0.347376458514499,0.296,0.369,1
"Vdac2",0.218787135303141,0.345922649791383,0.387,0.538,1
"2410015M20Rik",0.237730222296695,0.345609175970578,0.48,0.683,1
"Pbxip1",0.00259247623316002,0.344926469498651,0.292,0.362,1
"Tpr",0.00289293474474615,0.343049092524058,0.296,0.363,1
"Slc39a4",0.000641173446804797,0.341388022962657,0.23,0.267,1
"Cfl2",0.000613355682296409,0.3403264842913,0.271,0.32,1
"Smim10l1",0.000747401048976419,0.338437908107317,0.25,0.306,1
"Tubb5",0.0974884592414982,0.337618268986093,0.369,0.487,1
"Apobec3",0.0109233428649941,0.337296812379788,0.248,0.312,1
"Mrpl27",0.0711563710235733,0.336565099439416,0.225,0.322,1
"Dnlz",0.00508489356661582,0.33615367732415,0.221,0.287,1
"Psmd4",0.160923745254899,0.335256901166495,0.361,0.49,1
"Ppdpf",0.708274799554104,0.334084899084556,0.404,0.57,1
"Smap1",0.00151892742962115,0.333312855456005,0.239,0.29,1
"Eif3j1",0.0486032320621886,0.332365013518749,0.24,0.319,1
"Tra2a",0.787128105698708,0.332349305042076,0.377,0.558,1
"Adss",0.000671290285055134,0.330988211620196,0.242,0.291,1
"Timm10b",0.0312777220682285,0.33067760050852,0.281,0.37,1
"Vps29",0.00972523311441337,0.329071648961369,0.286,0.372,1
"Sept2",5.05745610343147e-05,0.328849057664966,0.255,0.279,0.843988274540644
"Fkbp1a",0.85730214308472,0.328310943929766,0.449,0.622,1
"Npdc1",0.0156582938651643,0.327680263662945,0.288,0.376,1
"Os9",0.0105587470973012,0.327498534710889,0.343,0.433,1
"Hras",0.120087267206322,0.32719720158028,0.319,0.433,1
"Atp5j2",0.0524874566925978,0.32413668032717,0.667,0.849,1
"Camk2d",0.00308719667524307,0.323535436685666,0.247,0.294,1
"Eif1",0.00622378010310982,0.322064516185493,0.941,0.991,1
"Tinagl1",0.0699551584831247,0.320391738236485,0.31,0.408,1
"Cd47",0.654883127757574,0.319993799803139,0.366,0.517,1
"Pam16",0.0761615909964569,0.319174909402611,0.243,0.339,1
"Bcap31",0.800080238985866,0.318411128652781,0.438,0.625,1
"Clu",0.387512562860605,0.316914257672542,0.526,0.683,1
"Sf3b5",0.794338227705517,0.316847878590719,0.335,0.491,1
"Cox6a1",0.000213098581492232,0.316257769374573,0.694,0.904,1
"Nedd8",0.414020231473158,0.314905749604928,0.569,0.765,1
"Pink1",0.034524935727109,0.314326799357248,0.276,0.354,1
"Smdt1",0.558001114786495,0.314301011781445,0.595,0.779,1
"Dynlrb1",0.833992305641789,0.313946059124634,0.585,0.744,1
"Rab14",0.566656493208018,0.312450840854415,0.438,0.603,1
"Tmem167",0.0406763401817259,0.31241408449874,0.265,0.345,1
"Ndufa1",0.35274899920299,0.312052210966566,0.459,0.647,1
"Bag1",0.0845991329398998,0.311933078025832,0.453,0.658,1
"Syf2",0.304660332121324,0.311323630494492,0.368,0.501,1
"Ube2l3",0.638895772920784,0.309898023775249,0.317,0.454,1
"Tmem234",0.837765320225491,0.309885454299531,0.366,0.534,1
"Usmg5",0.361582960393603,0.309524932508533,0.466,0.655,1
"Snhg18",0.0451712678650247,0.309287867869858,0.19,0.26,1
"Shfm1",0.443844253448986,0.308915637624585,0.596,0.789,1
"Tma7",0.459659342423638,0.307357205079915,0.564,0.752,1
"Ostf1",0.272552303214201,0.306693353832847,0.333,0.47,1
"Pomp",0.428980791406764,0.306373920806347,0.505,0.687,1
"Pigp",0.102868764821033,0.306309759403203,0.234,0.321,1
"Fubp1",0.00855087079101535,0.306261975269473,0.235,0.292,1
"Clptm1",0.0172622709236667,0.305704393050592,0.232,0.299,1
"Rrbp1",0.580035024190867,0.304781576197529,0.374,0.549,1
"Yif1b",0.00135018571818262,0.304153236604109,0.227,0.269,1
"Rab11b",0.561129116004472,0.303876942200309,0.335,0.476,1
"Pfdn6",0.169345894007144,0.303732332078581,0.26,0.359,1
"Pnkd",0.610510312103843,0.30210882753189,0.278,0.402,1
"Rnpepl1",0.0898401743842376,0.300848291286483,0.219,0.298,1
"Sfn",0.25588227787611,0.30054492305406,0.333,0.51,1
"Bloc1s1",0.0531848875129972,0.297835749616341,0.203,0.278,1
"Mpc1",0.502991575429522,0.297808701392495,0.564,0.74,1
"Mff",0.0122102850046785,0.296911512404702,0.266,0.334,1
"Mxd4",0.309411140722482,0.296175401014996,0.299,0.419,1
"Krt8",0.0180813985285912,0.295550255873613,0.74,0.866,1
"U2surp",0.0117598686334696,0.294895523564944,0.196,0.25,1
"Arpc2",0.614222487106933,0.294860258382646,0.546,0.74,1
"Dgcr6",0.0197075659608704,0.294537304790207,0.245,0.32,1
"Ywhae",0.124292847773599,0.293749166988236,0.554,0.774,1
"Rsbn1l",0.0440397138882469,0.292778019304168,0.194,0.259,1
"Pet100",0.39471400152484,0.290432162995967,0.317,0.441,1
"Tpp1",0.131761119378446,0.289550514606247,0.26,0.349,1
"Limd2",0.587251539364941,0.28952271871088,0.381,0.56,1
"Dnajc3",0.364028976778122,0.289186190160829,0.327,0.457,1
"Sdhb",0.324899588290848,0.288806910738143,0.377,0.562,1
"Mecom",0.501161955712525,0.287153738740268,0.261,0.378,1
"Atp6v1f",0.139623444349091,0.286964681980098,0.513,0.721,1
"2610028H24Rik",0.292774411273276,0.286261006540401,0.185,0.257,1
"Gemin7",0.0559503320440613,0.284675016976323,0.278,0.363,1
"Hspa4",0.00879577001582359,0.284237771659716,0.227,0.283,1
"Ctsh",3.56932940515645e-19,0.283938847406227,0.703,0.945,5.95649691132509e-15
"Klf9",0.909325864829015,0.283473046097849,0.374,0.542,1
"Myeov2",0.0413414069408295,0.282684007523292,0.418,0.626,1
"Tagln2",0.0461887164688032,0.282023535464877,0.701,0.892,1
"2310011J03Rik",0.0362985651707334,0.281415212863536,0.191,0.252,1
"Tmem245",0.446026542997809,0.281345743603819,0.261,0.362,1
"Bub3",0.00786071346051627,0.280861539596639,0.24,0.292,1
"Ctsa",0.0217703157913447,0.280120741397356,0.217,0.267,1
"Sod1",0.850603769490387,0.280092868658155,0.345,0.494,1
"Cox5b",0.374176153708413,0.280058478357486,0.6,0.769,1
"Tmod3",0.0322505410273082,0.27994083802059,0.225,0.291,1
"Cers2",0.791779710051174,0.279028734408411,0.489,0.678,1
"Gnai2",0.478471290655262,0.278582620763312,0.346,0.48,1
"Ier3ip1",0.879091552613903,0.278535469662073,0.342,0.486,1
"Arpc3",0.0981580143890943,0.27801098788784,0.433,0.646,1
"Timm13",0.41680967679636,0.277663291635449,0.539,0.721,1
"Eif3g",0.646208541031242,0.277528314597756,0.328,0.459,1
"Tmed7",0.27523208324691,0.277323615571837,0.239,0.336,1
"Egr1",0.282390246590876,0.276869859588509,0.252,0.376,1
"Krtcap3",0.161223152399988,0.2761590848763,0.227,0.305,1
"Cdc37",0.383274990356534,0.276121822507569,0.314,0.433,1
"Ap2s1",0.583925891965125,0.275669719244797,0.343,0.478,1
"1810043H04Rik",0.339337929931252,0.275428469128654,0.243,0.344,1
"Bax",0.0539187136295854,0.275370534741327,0.377,0.461,1
"Wapl",0.0101289719090756,0.274629856346307,0.206,0.253,1
"Cttn",0.0127060610439413,0.274088867504543,0.211,0.256,1
"Ube2s",0.573936127838152,0.273087357886126,0.588,0.754,1
"Nptn",0.0804891170954386,0.270953606590056,0.261,0.325,1
"Pebp1",0.817151727563325,0.270406823806255,0.461,0.633,1
"Slc48a1",0.214285681717242,0.270397886789269,0.261,0.355,1
"Coq7",0.469077462727521,0.269800853342795,0.234,0.342,1
"Zfp91",0.160730110521056,0.269285398519347,0.206,0.27,1
"Aff4",0.0508543398807433,0.269112316804885,0.217,0.283,1
"Selk",0.0921929735459977,0.268655000768444,0.595,0.801,1
"Hnrnpr",0.183752535372834,0.268623456671149,0.225,0.308,1
"Lsm6",0.290133084886858,0.268482215867483,0.23,0.329,1
"Rock1",0.0742954776039834,0.267280846183863,0.271,0.347,1
"Pdap1",0.244173581437069,0.266961146146665,0.289,0.387,1
"Hsp90aa1",0.460823708805393,0.266728806369597,0.631,0.827,1
"1110008P14Rik",0.46602977395997,0.266549226591407,0.342,0.502,1
"Ssr2",0.146948900602356,0.265298053138961,0.52,0.72,1
"Snapc5",0.37916623878985,0.265026706080649,0.255,0.364,1
"Pafah1b1",0.283255356358178,0.264738445989965,0.32,0.431,1
"Ubap2l",0.749234921015754,0.264382362696822,0.242,0.352,1
"Morf4l1",0.0167418354197583,0.26138591614989,0.595,0.824,1
"Stra13",0.591879751377256,0.261167840264849,0.346,0.467,1
"Rab5c",0.169528457225057,0.261036830449542,0.261,0.354,1
"Nfe2l1",0.0380759928366811,0.260939963550298,0.204,0.256,1
"Fam32a",0.40357003216255,0.260866382177877,0.25,0.35,1
"Bola3",0.616237790553763,0.260797239934382,0.245,0.352,1
"Dazap1",0.0970234885849339,0.260423691615279,0.253,0.325,1
"Cyth2",0.062018448028381,0.26039614463241,0.239,0.3,1
"Gtf2b",0.58077061494776,0.260168881305776,0.188,0.277,1
"Dnajc5",0.0164017535086952,0.260147287389906,0.219,0.268,1
"Pgam1",0.179891363668437,0.259789261920214,0.245,0.326,1
"Golgb1",0.393029238557593,0.259050880694188,0.255,0.358,1
"Chmp3",0.140230930616961,0.259012449809164,0.199,0.268,1
"Tax1bp3",0.336393903933525,0.257140639225878,0.355,0.54,1
"Ilf2",0.0407015182742729,0.257027304999574,0.204,0.257,1
"Cab39",0.0171564234314287,0.256439482310758,0.219,0.266,1
"Vdac1",0.561648779454018,0.255405207737245,0.275,0.386,1
"Pgp",0.3348736008515,0.255144980381072,0.193,0.284,1
"Fam174a",0.141606675466449,0.254500871981205,0.239,0.31,1
"Rac1",0.925593764253109,0.254234471108969,0.373,0.539,1
"Hnrnpl",0.515245210405395,0.254022086846384,0.248,0.357,1
"Fam195b",0.352573104055886,0.252803463222125,0.315,0.476,1
"Dazap2",0.962862140691168,0.252755325590173,0.315,0.457,1
"Usp50",0.739698779531336,0.252256873560225,0.319,0.467,1
"Comt",0.810587318848637,0.250822829217752,0.351,0.516,1
"Fos",4.56756682504966e-27,0.25021472951602,0.5,0.844,7.62235551764286e-23
