"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"161",2.71346408757311e-93,3.1462612064401,0.326,0.008,4.54315292182365e-89,"8","Ccl17"
"162",4.75811786952476e-181,3.05762079110797,0.627,0.018,7.9665167489453e-177,"8","Cd209a"
"163",1.28271284907708e-129,2.82663232554482,0.749,0.228,2.14764612320976e-125,"8","Tnip3"
"164",1.57105183200371e-82,2.65032740315308,0.48,0.08,2.63041208232381e-78,"8","Mgl2"
"165",1.78318608965625e-159,1.94718383593325,0.993,0.714,2.98558846991146e-155,"8","H2-Eb1"
"166",1.97539958247211e-172,1.84526735490249,0.989,0.773,3.30741152093306e-168,"8","H2-Ab1"
"167",8.7668085823835e-168,1.82631324967214,0.667,0.025,1.46782676094847e-163,"8","Klrd1"
"168",1.35466085909424e-160,1.82457341812124,1,0.929,2.26810867638148e-156,"8","Cd74"
"169",2.15447710672863e-88,1.75527919825709,0.996,0.976,3.60724101979574e-84,"8","Cst3"
"170",1.84666852632129e-102,1.71312707186006,0.796,0.369,3.09187711361973e-98,"8","Etv3"
"171",3.56990022082541e-157,1.68681789430274,0.993,0.758,5.97708393972798e-153,"8","H2-Aa"
"172",1.52952338592857e-146,1.57915560270857,0.57,0.049,2.5608810050602e-142,"8","H2-DMb2"
"173",2.31989443504795e-56,1.54854422769778,0.287,0.017,3.88419925260078e-52,"8","Ccl22"
"174",2.71044083029815e-75,1.47017394464812,0.986,0.81,4.53809108216819e-71,"8","Crip1"
"175",8.01334667046644e-119,1.39942990563652,0.968,0.622,1.3416746330362e-114,"8","H2-DMb1"
"176",1.59492590768584e-160,1.38009015570306,0.602,0.027,2.67038444723839e-156,"8","H2-Oa"
"177",3.61687796578145e-60,1.32031944411268,0.398,0.062,6.05573877810789e-56,"8","Tbc1d4"
"178",1.12023167303511e-63,1.30021288040607,0.416,0.075,1.87560389016269e-59,"8","Tnfsf9"
"179",7.49673551805355e-122,1.28695711405846,0.982,0.742,1.25517842778771e-117,"8","H2-DMa"
"180",4.34686094233807e-108,1.27410397165196,0.767,0.263,7.27794927575664e-104,"8","Olfm1"
"181",7.60358769848783e-23,2.03869548894983,0.941,0.704,1.27306868835782e-18,"9","Malat1"
"182",1.79344911876579e-15,1.91000782409439,0.285,0.261,3.00277185954955e-11,"9","Mgp"
"183",1.89541708635555e-08,1.67204722811602,0.57,0.566,0.00031734968276851,"9","Ccr5"
"184",4.01118127195727e-16,1.64935889525423,0.715,0.651,6.71592080363805e-12,"9","Neat1"
"185",9.84174544066592e-05,1.63955529721635,0.398,0.564,1,"9","Malt1"
"186",0.00305774941785794,1.47709794389323,0.339,0.514,1,"9","Mdm2"
"187",0.000260395672882944,1.47286709626442,0.733,0.819,1,"9","Lgmn"
"188",2.20070398386667e-06,1.36851304189694,0.33,0.436,0.0368463868018796,"9","Specc1l"
"189",8.04698989122841e-12,1.30802535395162,0.502,0.66,1.34730751748837e-07,"9","Hnrnph1"
"190",9.47751103346968e-08,1.30220450710385,0.281,0.331,0.00158681967233383,"9","Rapgef2"
"191",1.70123902152114e-14,1.28775798563797,0.611,0.756,2.84838449373284e-10,"9","Rsrp1"
"192",3.79924982280285e-05,1.26781945440784,0.299,0.303,0.636108397831881,"9","Vegfa"
"193",7.58904654535122e-05,1.25392573752298,0.443,0.62,1,"9","Lilr4b"
"194",1.5054040521373e-07,1.2058927788828,0.661,0.874,0.00252049800449347,"9","BC005537"
"195",0.00296473166781143,1.19950429310053,0.412,0.667,1,"9","Prpf38b"
"196",0.000314009076163311,1.18889193333741,0.362,0.555,1,"9","Azin1"
"197",2.78047707116523e-11,1.18011025412949,0.281,0.342,4.65535276025194e-07,"9","Mob1b"
"198",0.00048647721756697,1.16713106393176,0.326,0.42,1,"9","Dgat1"
"199",1.31229390923077e-07,1.15930464624459,0.299,0.31,0.00219717369222507,"9","Impact"
"200",2.41778395080921e-05,1.15427025212355,0.457,0.611,0.404809566883986,"9","Map4k4"
"201",9.97379831114762e-218,3.27362851628928,0.963,0.145,1.66991305123545e-213,"10","Stmn1"
"202",1.00026606890969e-159,2.73067256603154,0.778,0.024,1.6747454791755e-155,"10","Pclaf"
"203",1.96992603378609e-163,2.645853217669,0.84,0.054,3.29824715836805e-159,"10","Top2a"
"204",1.66078944407953e-162,2.4881298132819,0.809,0.059,2.78065976622236e-158,"10","Mki67"
