"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cct7",1.33359603429777e-55,0.60306574450776,0.448,0.581,2.41660937375099e-51
"Paip2",5.80040440945404e-55,0.60253450868654,0.476,0.611,1.05109128303717e-50
"Gpsm3",3.99210387653261e-64,0.601587181361652,0.553,0.673,7.23409143466475e-60
"Nap1l4",2.58713014399062e-81,0.600460347309176,0.277,0.31,4.68813853392541e-77
"Cdk11b",2.1920423554238e-45,0.598021988946924,0.373,0.479,3.97219995226347e-41
"H2afz",0,0.597957984381245,0.681,0.277,0
"Psmb1",1.31594102510388e-60,0.592872880157448,0.689,0.801,2.38461673159074e-56
"Ech1",1.37209196211204e-62,0.590814531422324,0.328,0.403,2.48636784454323e-58
"Dazap1",6.56684553932965e-64,0.583279427162509,0.287,0.354,1.18997808018193e-59
"Tmsb10",0,0.583036009297259,0.987,0.883,0
"Ndufa3",9.84907368302907e-46,0.581507588274725,0.573,0.722,1.7847506421017e-41
"Ociad1",6.77501199039664e-56,0.579987463436686,0.332,0.429,1.22769992277977e-51
"Rps8",0,0.576418702228461,0.999,0.979,0
"Ankrd12",1.2472739814868e-72,0.569702831070384,0.338,0.362,2.26018518185223e-68
"Smim11",1.55248027034623e-59,0.567715591470011,0.297,0.372,2.81324949789441e-55
"Pfdn2",3.63966839277028e-51,0.56762388988233,0.445,0.585,6.59544309453903e-47
"Sdf4",3.54278292525297e-39,0.565280379201452,0.492,0.652,6.41987693885091e-35
"Glipr2",1.19405221217199e-73,0.563178335660578,0.334,0.335,2.16374201367686e-69
"Rpl35a",0,0.555222341471248,0.999,0.979,0
"Ptpn18",1.52945416855869e-115,0.55475877953153,0.81,0.807,2.77152389884521e-111
"Ndufa13",1.2260533509774e-71,0.554551858685375,0.756,0.835,2.22173127730615e-67
"Pfn1",0,0.553752591760257,0.99,0.979,0
"Ccr2",6.82377849065056e-141,0.54922687266563,0.671,0.53,1.23653690029079e-136
"Hint2",9.66604683793633e-57,0.548553155225925,0.236,0.295,1.75158434750244e-52
"Snrpg",1.15582682139882e-49,0.545369647783592,0.713,0.818,2.0944737830568e-45
"Anp32b",3.14256954563476e-43,0.543430349127547,0.615,0.749,5.69465027364475e-39
"Uqcrh",1.61614559520376e-119,0.541630045042434,0.882,0.899,2.92861743306873e-115
"Snrpb",6.12553540205948e-47,0.538511870570025,0.642,0.774,1.1100082702072e-42
"Rpsa",0,0.535160740252944,0.995,0.947,0
"Btf3",3.21864497696401e-143,0.53512427285015,0.914,0.916,5.83250656275649e-139
"Uqcc3",1.64745897448336e-48,0.532657362551069,0.252,0.33,2.98536040766129e-44
"Cdc42se2",5.49623101901935e-45,0.531970884727314,0.34,0.442,9.95972022956497e-41
"Hsd17b10",3.98256235182997e-52,0.531848806684866,0.263,0.335,7.21680123775109e-48
"Hp1bp3",7.20083516961004e-42,0.530418717713151,0.308,0.402,1.30486334108503e-37
"Fam133b",2.04225272920974e-52,0.529422675229112,0.23,0.269,3.70076617060097e-48
"Ssrp1",4.22540092057788e-47,0.527082487892374,0.289,0.372,7.65684900817917e-43
"Stk24",2.5525443437157e-51,0.526169324646378,0.411,0.488,4.62546560524722e-47
"Tmem258",3.18691052471112e-34,0.525124865570233,0.509,0.652,5.77500056182902e-30
"Ndufb11",3.24747918999133e-28,0.524167869909988,0.555,0.72,5.88475704018329e-24
"Acbd6",8.37526260816279e-62,0.523402028959599,0.218,0.26,1.51768133722518e-57
"Plekhj1",8.9220443703121e-33,0.520632155692122,0.374,0.52,1.61676366034426e-28
"Eif3m",6.09743230896999e-27,0.518420813797697,0.516,0.683,1.10491570870845e-22
"Elf1",4.745730092633e-32,0.518073349380343,0.352,0.48,8.59973750086027e-28
"Gpr65",5.40176002203355e-39,0.516202217669139,0.417,0.47,9.78852933592699e-35
"1110004F10Rik",1.19840756241496e-27,0.515018481110462,0.348,0.496,2.17163434385214e-23
"Leprotl1",5.78221525839987e-31,0.512290026708149,0.368,0.507,1.04779522697464e-26
"Nisch",3.13791495939332e-39,0.510411399200457,0.369,0.481,5.68621569791663e-35
"Raly",7.51617065888139e-24,0.510065728594973,0.44,0.62,1.3620052850959e-19
"Dnaja1",2.86234397232424e-17,0.507914606892558,0.654,0.809,5.18685351224875e-13
"Tmem234",1.92439650569555e-30,0.506570716983828,0.475,0.628,3.4871989079709e-26
"Tmem147",6.15927629116271e-32,0.50646200045264,0.289,0.417,1.11612245672159e-27
"Rpn2",1.61057894863124e-26,0.503606711821929,0.448,0.611,2.91853011281467e-22
"Usp3",2.57773445971125e-48,0.500978830479307,0.231,0.286,4.67111261444276e-44
"Ikzf1",1.04410474173564e-32,0.500759268680821,0.386,0.51,1.89202220249915e-28
"H2afy",3.10903287013099e-113,0.499571190508797,0.395,0.248,5.63387846396436e-109
"Nol7",1.06863716561221e-26,0.498119530598871,0.405,0.549,1.93647740780589e-22
"Mat2b",2.93861853652944e-42,0.496279235091603,0.317,0.413,5.325070650045e-38
"Rnf166",5.10102061563564e-46,0.492971871812181,0.237,0.287,9.24355945759335e-42
"Sdha",4.5937269143436e-26,0.492621176774502,0.38,0.538,8.32429254148204e-22
"Ndufa2",4.09927332518263e-35,0.48910045358517,0.71,0.831,7.42829319256344e-31
"Cbx1",1.90827786855356e-38,0.482118415411833,0.241,0.314,3.4579903256059e-34
"Rpl27a",0,0.481118737234259,0.998,0.976,0
"Fkbp4",3.62145253867716e-33,0.480180797988232,0.273,0.371,6.56243414533688e-29
"Ivns1abp",7.78418751339526e-34,0.48002983724228,0.3,0.387,1.41057261930236e-29
"Tomm7",1.03835668747525e-24,0.478884361711157,0.656,0.804,1.8816061533739e-20
"Etfb",1.2397593077358e-25,0.478400353204699,0.389,0.531,2.24656784154805e-21
"Tmem59",1.36740646800115e-19,0.478399184942885,0.581,0.756,2.47787726066488e-15
"Cct4",2.42699813578308e-18,0.477251883571448,0.468,0.65,4.39796332185251e-14
"Atp5j2",8.54394397049591e-43,0.474858986996683,0.768,0.852,1.54824808689356e-38
"Pik3r1",3.04747819048857e-26,0.474204872616725,0.346,0.459,5.52233522898433e-22
"Cdk4",3.74440703845231e-42,0.472875021362964,0.221,0.291,6.78523999437942e-38
"Swi5",7.24529596850481e-19,0.472781596637665,0.455,0.633,1.31292008245276e-14
"Fundc2",5.20152234836628e-37,0.472724555320595,0.239,0.313,9.42567864747453e-33
"Mdfic",1.86101596530247e-31,0.472144307786758,0.362,0.452,3.3723470307246e-27
"Dguok",7.62833155983179e-34,0.471693004870866,0.249,0.338,1.38232996195712e-29
"Lsm6",1.56157945704328e-23,0.471524057275414,0.323,0.469,2.82973813410814e-19
"Spcs3",1.72303122299225e-25,0.469618868817961,0.285,0.404,3.12230487918426e-21
"Rps20",0,0.468435336091082,0.996,0.957,0
"Cbx3",8.08962735594395e-17,0.468099776683691,0.277,0.418,1.4659213731706e-12
"Ctbp1",2.34915170994671e-25,0.467384275102597,0.302,0.432,4.25689781359444e-21
"Syf2",2.48207776995589e-21,0.466295180413665,0.43,0.602,4.49777312693707e-17
"Rbbp4",3.0265762567797e-23,0.466097421031024,0.328,0.471,5.4844588349105e-19
"Ypel3",1.37756881187057e-29,0.466002329725481,0.48,0.605,2.49629244399066e-25
"Ier3ip1",4.10769878899806e-15,0.465611856389856,0.431,0.621,7.44356097554338e-11
"Rrp1",1.72387383469566e-18,0.46268645152797,0.353,0.523,3.12383177585201e-14
"Rps28",0,0.462183058511387,0.992,0.954,0
"Psmd4",2.12357837326661e-21,0.45919227917162,0.428,0.597,3.84813637019642e-17
"Akr1b3",1.54663264240302e-26,0.459097474763349,0.402,0.534,2.80265301129851e-22
"Rps27a",0,0.459068689016102,0.999,0.984,0
"Acat1",6.78168293211623e-35,0.459020861861292,0.237,0.321,1.22890876412878e-30
"Nr4a1",0.000263741544200616,0.458770457841078,0.545,0.726,1
"Polr2m",2.66394471859586e-36,0.458068544221825,0.238,0.314,4.82733422456756e-32
"Sap18",5.25357192713822e-16,0.456724659575767,0.308,0.464,9.51999768916717e-12
"Pcmt1",6.74976993849083e-26,0.454534007622807,0.26,0.377,1.22312581055392e-21
"Nono",4.38547150013586e-16,0.453864205298982,0.384,0.561,7.9469129053962e-12
"Mrpl23",1.76224821720057e-16,0.450679927322601,0.402,0.568,3.19336999438916e-12
"Rftn1",9.67119845153441e-35,0.448822313885752,0.224,0.289,1.75251787140255e-30
"G3bp1",1.21266409931828e-19,0.448631175988096,0.422,0.579,2.19746861437465e-15
"Dtnbp1",6.90514490292374e-33,0.44820487090529,0.247,0.325,1.25128130785881e-28
"Pdap1",1.56052198518843e-15,0.4480410218064,0.316,0.473,2.82782188935995e-11
"Ndufa5",9.71819999317243e-18,0.447693565778952,0.373,0.531,1.76103502076278e-13
"Cox20",4.20014253628332e-24,0.446773628019759,0.233,0.336,7.611078289999e-20
"Cuta",2.06598260913409e-13,0.446725635890522,0.39,0.575,3.74376708601189e-09
"Pdha1",4.69822188343019e-29,0.44485546796003,0.262,0.352,8.51364787496385e-25
"Sema4a",5.88983469398624e-27,0.44450363805003,0.308,0.412,1.06729694489725e-22
"Bcas2",6.13941156097677e-22,0.444042346386692,0.311,0.456,1.1125227689646e-17
"Dpm3",3.86549758995553e-14,0.443652600417631,0.319,0.485,7.00466818275841e-10
"Senp6",8.48392873369262e-26,0.442423316045136,0.271,0.375,1.53737272583244e-21
"Snrpd3",7.83626770214674e-13,0.442295235469475,0.426,0.616,1.42001007030601e-08
"Asxl2",4.05261154258697e-31,0.440038772096644,0.212,0.281,7.34373737632186e-27
"Tra2b",6.46957535445716e-14,0.439973425830561,0.501,0.692,1.17235174998118e-09
"Nme1",1.237232599581e-19,0.439870953420187,0.512,0.659,2.24198919370073e-15
"Rpl26",0,0.439664001619541,0.997,0.958,0
"Rpl24",5.36497933684982e-266,0.439005066225475,0.987,0.948,9.72187905630556e-262
"Krit1",2.64813561564065e-26,0.438388071708199,0.308,0.411,4.79868654910241e-22
"Tubb4b",3.75097571356281e-24,0.437415611123151,0.259,0.348,6.79714309054716e-20
"Anp32e",4.71814197226846e-24,0.437265650197964,0.259,0.363,8.54974506794767e-20
"Sec62",1.56582231189679e-11,0.437263008997002,0.501,0.693,2.83742661138817e-07
"Hnrnpa1",2.35723564473111e-11,0.436681876271,0.483,0.667,4.27154671181724e-07
"Fbl",1.2695799298525e-15,0.434739562159395,0.349,0.511,2.30060579088572e-11
"Pfdn1",3.63049054646813e-20,0.433263434475047,0.272,0.404,6.5788119192549e-16
"Arhgap31",1.38479081616458e-19,0.427927749429276,0.228,0.312,2.50937943797183e-15
"Fnbp1",5.51972414989454e-18,0.427357402189603,0.339,0.478,1.00022921320239e-13
"Prdx3",2.254064134958e-33,0.427219956184589,0.201,0.271,4.0845896189574e-29
"Denr",1.76550708013159e-21,0.426706162268509,0.253,0.361,3.19927537990646e-17
"Maf1",2.36177535637036e-23,0.425274341329181,0.231,0.336,4.27977312327872e-19
"Anapc16",1.61465850029715e-30,0.425128019567804,0.215,0.288,2.92592266838846e-26
"Arf6",9.85194870238074e-16,0.424619247803419,0.334,0.489,1.78527162435841e-11
"Smc3",4.66618014518056e-25,0.423726065906094,0.244,0.329,8.45558504108169e-21
"Akap9",9.13925373829079e-24,0.423256199504668,0.245,0.331,1.65612416991567e-19
"Mapkapk3",1.3158014185898e-14,0.422309504805631,0.263,0.394,2.38436375062657e-10
"Cops6",3.34380392583937e-17,0.421232851415949,0.27,0.411,6.05930709401353e-13
"Gadd45gip1",2.142996303329e-27,0.420737333959011,0.192,0.274,3.88332360126249e-23
"Atp5d",4.72016732096235e-15,0.420129413920763,0.649,0.796,8.55341520231587e-11
"Pnkd",1.60543665537039e-30,0.419281652615062,0.197,0.274,2.90921176319669e-26
"Vbp1",6.44735480205279e-26,0.417411088309562,0.24,0.335,1.16832516367999e-21
"Bod1l",4.65294520931726e-16,0.417258427669371,0.305,0.435,8.4316020138038e-12
"Psenen",5.57874987148425e-10,0.416611503274046,0.518,0.721,1.01092526421166e-05
"Puf60",5.83139839716564e-20,0.416524182964185,0.267,0.387,1.05670770355039e-15
"Mrpl24",3.83712286578779e-12,0.416084072630314,0.303,0.47,6.95325034509406e-08
"Rdx",1.41741194852421e-11,0.415555421825523,0.297,0.452,2.56849219192073e-07
"U2af1",1.84433450584475e-10,0.413714006213805,0.382,0.57,3.34211855804127e-06
"Srrm2",1.50136633053388e-21,0.412756921621109,0.714,0.855,2.72062592756044e-17
"Commd8",5.43122252553305e-12,0.412618018467316,0.284,0.442,9.84191833851844e-08
"Gtf2a2",5.23835143231147e-21,0.410430901845659,0.26,0.38,9.49241663049161e-17
"Ssna1",5.64425257783975e-23,0.408908315711596,0.206,0.301,1.02279500963034e-18
"Atp5j",3.62281067271377e-14,0.40821229114434,0.689,0.831,6.56489522002463e-10
"Hnrnpk",2.9468322383401e-19,0.407043933488602,0.746,0.884,5.33995469909609e-15
"Gtpbp2",4.10024453914323e-31,0.406308684412888,0.205,0.263,7.43005312938145e-27
"Eif3k",4.69488680935846e-15,0.405580193628555,0.684,0.82,8.50760438723846e-11
"Dnajc1",7.0910545899095e-22,0.404004849812834,0.215,0.304,1.2849700022375e-17
"Anapc13",2.50231106497023e-07,0.402971999177767,0.319,0.504,0.00453443788083255
"Psmb3",7.47666052414172e-14,0.402218509687258,0.601,0.764,1.35484565357972e-09
"Uqcr10",1.23894164287827e-07,0.401948338903994,0.561,0.747,0.00224508615105972
"Rpl23",0,0.401498109275725,0.998,0.982,0
"Ddx39b",1.10494220055314e-08,0.400752313456981,0.324,0.498,0.000200226576162234
"Srsf11",1.55137517295207e-09,0.400283189729569,0.452,0.647,2.81124695090645e-05
"9130401M01Rik",6.05812294359618e-26,0.39999773629716,0.191,0.268,1.09779245860906e-21
"Impdh2",1.01443248100858e-18,0.399012242739445,0.247,0.352,1.83825309883565e-14
"Naa10",2.24537611194849e-27,0.398500872799027,0.193,0.264,4.06884605246185e-23
"Dynlrb1",7.74180858640791e-08,0.398477053441377,0.462,0.662,0.00140289313394298
"Ndufs3",1.52953995441914e-09,0.396684187882428,0.321,0.5,2.77167935140293e-05
"Rnf7",4.86213245515262e-07,0.396409263403232,0.324,0.519,0.00881067022198207
"Hnrnpf",4.51594830262058e-26,0.394687581824815,0.795,0.897,8.18334991917875e-22
"Emc4",1.7009321760842e-26,0.394212893294894,0.179,0.254,3.08225919628218e-22
"Nudt21",4.70343840520631e-13,0.393858284832302,0.265,0.419,8.52310073407435e-09
"Dap",1.24031539234948e-15,0.393642957731502,0.255,0.381,2.2475755224765e-11
"Chchd3",6.34858983287835e-22,0.392770672183588,0.201,0.295,1.15042796361589e-17
"Timm13",2.06239916231521e-07,0.391188379963685,0.465,0.66,0.0037372735220314
"Trappc6b",2.99915189147114e-13,0.390910069706062,0.296,0.453,5.43476314253485e-09
"Golgb1",5.95568048063381e-23,0.389308054105073,0.24,0.319,1.07922885989565e-18
"R3hdm1",5.72355073084012e-14,0.388003764864432,0.25,0.37,1.03716462793554e-09
"Ube2e1",2.72271752564282e-14,0.387495080217913,0.257,0.4,4.93383642821736e-10
"Rab18",1.398487352056e-11,0.385120603868321,0.283,0.442,2.53419893066068e-07
"Bccip",5.55760215748524e-17,0.384869851122414,0.222,0.338,1.0070930869579e-12
"1810058I24Rik",4.19082448923008e-24,0.383932441397139,0.292,0.373,7.59419305693383e-20
"Ppp1ca",1.62259807319623e-10,0.383228256063262,0.691,0.836,2.9403099684389e-06
"4933434E20Rik",4.20869485342382e-20,0.383220540463358,0.198,0.289,7.6265759438893e-16
"Mrps14",5.71137029655054e-06,0.382120924354396,0.406,0.608,0.103495741143792
"Anapc5",1.30593607715183e-11,0.381124878484893,0.265,0.412,2.36648676540682e-07
"Slc7a8",1.52243462739492e-23,0.379660212580391,0.241,0.299,2.75880378830234e-19
"Prkar1a",6.62850054048228e-08,0.378455016652932,0.503,0.708,0.00120115058294079
"Ndufa12",2.02236880770201e-06,0.37798723008925,0.347,0.53,0.0366473451643681
"Fgfr1op2",2.6243009326555e-05,0.377270511711897,0.388,0.594,0.475549572006504
"Ralbp1",4.5593590343319e-09,0.376919464718767,0.339,0.506,8.26201450611284e-05
"Tomm22",0.000148888160302367,0.374121192942819,0.454,0.673,1
"Esyt1",9.21244837540365e-08,0.372633736938567,0.288,0.449,0.0016693877701069
"Hdac1",3.16941784907482e-13,0.371881922505923,0.237,0.364,5.74330208430848e-09
"Traf1",7.34925917086443e-30,0.370661572655302,0.369,0.406,1.33175925435234e-25
"Arpc5l",4.184866939645e-14,0.369266822020083,0.225,0.344,7.5833973813307e-10
"Cdc26",2.65944076106788e-13,0.369122185399172,0.225,0.351,4.8191726031311e-09
"Idh3b",8.93301249083794e-11,0.369055695912388,0.233,0.378,1.61875119346474e-06
"Cox6c",9.2794236106087e-28,0.368473823896108,0.822,0.876,1.6815243524784e-23
"Dars",3.64371592447453e-17,0.367606271165046,0.195,0.293,6.6027776267403e-13
"Eny2",3.37083074780502e-08,0.366912962081388,0.272,0.433,0.000610828239809747
"C1qbp",6.6112872690902e-14,0.366665684923243,0.228,0.346,1.19803136603184e-09
"Ap3s1",3.79313297651712e-09,0.364363143399541,0.298,0.459,6.87353626674667e-05
"Trmt112",0.0145606972358614,0.36250813388825,0.385,0.614,1
"Arf3",5.81489106615649e-08,0.362006125219731,0.31,0.481,0.00105371641009822
"Dnajc19",8.99203545048181e-06,0.361626533387806,0.281,0.465,0.162944674398181
"Ubtf",4.56560720273709e-11,0.36158404516076,0.254,0.384,8.27333681207988e-07
"Polr2c",4.87399403184302e-12,0.360111680255418,0.232,0.366,8.83216458510273e-08
"B4galnt1",1.37043649065618e-10,0.359476201215053,0.323,0.462,2.48336796471806e-06
"Rbm22",2.90482025795892e-15,0.358873701658208,0.202,0.302,5.26382478944737e-11
"Os9",1.67039930530759e-06,0.358810449505417,0.273,0.44,0.0302693058114789
"Ndufb5",0.00490377044117745,0.358632980335899,0.493,0.711,1
"Guk1",3.20878972725564e-13,0.358546855712746,0.206,0.318,5.81464786475995e-09
"Ranbp1",3.93873575851478e-08,0.356893982216861,0.432,0.605,0.000713738306800464
"Emc6",5.70122114841386e-07,0.356349009807319,0.279,0.453,0.0103311828430408
"Atp5c1",2.35606135978412e-05,0.355758369550407,0.631,0.794,0.426941879006481
"Fkbp8",0.000793920965624607,0.355395394617171,0.335,0.547,1
"Zc3h15",4.38949673558878e-08,0.354342010413954,0.275,0.427,0.000795420703456044
"Myl6",2.95870536271264e-71,0.354121452789053,0.955,0.965,5.36146998777158e-67
"Pgrmc1",2.06816405697829e-15,0.353496244594567,0.192,0.291,3.74772008765035e-11
"Actl6a",4.39761621529786e-15,0.35225337826787,0.2,0.303,7.96892034374125e-11
"Chrac1",1.08098875326942e-06,0.351449883296515,0.252,0.41,0.0195885971979952
"Ndufv1",5.0528589724621e-10,0.350535534605807,0.216,0.352,9.15628574399858e-06
"Hspe1",1.17712066561438e-06,0.350290864364008,0.576,0.737,0.0213306035815981
"Stx16",1.11937654636121e-12,0.350259907178441,0.221,0.337,2.02842223966114e-08
"Cited2",0.874929426010056,0.349409315406517,0.285,0.45,1
"Maz",2.73380497332682e-17,0.347344471981368,0.172,0.253,4.95392799216553e-13
"Nudc",0.000166223711308467,0.346120931594319,0.312,0.508,1
"Cetn3",0.000165688933666541,0.345666554447799,0.278,0.457,1
"Mien1",0.0120263660977513,0.345106598878629,0.33,0.545,1
"Polr2f",0.0021481809369618,0.344597356092005,0.339,0.551,1
"Atp5g1",1.02153133455995e-07,0.344131043059353,0.581,0.735,0.00185111693135608
"Phb2",0.0128250075425965,0.34380038133971,0.331,0.545,1
"Ddrgk1",0.0243431446400227,0.342750927801307,0.326,0.544,1
"Atp5h",8.95746255312453e-26,0.339795203574832,0.846,0.895,1.6231817892517e-21
"Pstpip1",8.42457579381916e-10,0.339147943634519,0.254,0.373,1.52661737959797e-05
"Ran",6.01164222146214e-06,0.33895647483507,0.545,0.725,0.108936968695115
"Rchy1",7.96033599523415e-11,0.337725898561999,0.214,0.33,1.44249248569638e-06
"Mrpl32",8.32808148092091e-07,0.337430793897432,0.234,0.391,0.0150913164515768
"Ppil4",3.91676066694577e-13,0.335563807228012,0.177,0.27,7.09756200457242e-09
"Cox14",0.278562285385445,0.335187614251911,0.377,0.615,1
"Pigx",3.67168716732139e-13,0.335068941290588,0.207,0.311,6.6534643159031e-09
"Eif1b",0.000351804100291256,0.33497917897886,0.295,0.483,1
"Arhgap15",3.30454573376675e-08,0.334181543018409,0.348,0.488,0.000598816732415873
"Spcs1",0.0140846799291091,0.33248420408074,0.431,0.647,1
"Rbm25",0.00135500146662998,0.331341672367849,0.557,0.76,1
"Zc3h13",1.73993163131638e-08,0.331225686103263,0.234,0.355,0.000315293010910841
"Ppp1r12a",0.000641685855869895,0.329382868269712,0.373,0.571,1
"Clic1",1.53726510168389e-18,0.328199451286251,0.852,0.918,2.78567809076138e-14
"Fbxw2",7.18147481178318e-08,0.327163249622054,0.243,0.382,0.00130135505064323
"Ier2",4.22862516101462e-06,0.326593152955482,0.572,0.746,0.0766269165427459
"Khdrbs1",0.00366620426909905,0.326570154258578,0.385,0.591,1
"Ppm1g",2.37357106336337e-08,0.326350381373138,0.229,0.368,0.000430114812392077
"Trappc6a",6.71288232400356e-09,0.325734007150248,0.191,0.31,0.000121644140593268
"Phip",8.67463926699775e-05,0.325242415805629,0.278,0.43,1
"Tmem251",2.71130884196467e-08,0.325019703775115,0.194,0.309,0.000491316275252417
"Snrnp27",0.00711254246135062,0.324301643362487,0.248,0.425,1
"Eif6",0.0132006141416976,0.324189513664575,0.321,0.522,1
"Ilkap",8.62259859006446e-10,0.324121430652767,0.192,0.311,1.56250109050558e-05
"Rsl1d1",9.36417730277793e-07,0.323487651666002,0.228,0.37,0.0169688256903639
"Myl12b",5.86162307816909e-08,0.323017633318607,0.515,0.679,0.00106218471799502
"Rwdd1",0.133310004892412,0.322885923808022,0.342,0.554,1
"Med10",1.16089286605667e-08,0.321010908902957,0.194,0.319,0.000210365396258129
"Relb",4.8538055081564e-15,0.320952037613547,0.177,0.252,8.79558096133021e-11
"Sdc4",2.47708958158431e-29,0.319061969882002,0.368,0.368,4.48873403078894e-25
"Glul",4.23451552089649e-07,0.318308123858294,0.364,0.495,0.00767336557541652
"Mthfsl",2.23074667522106e-11,0.318198529328518,0.173,0.268,4.04233605016809e-07
"Plgrkt",0.000698291935798812,0.31798985650139,0.311,0.482,1
"Cct5",0.572515793444012,0.317848829730574,0.445,0.676,1
"Pa2g4",3.71650279747139e-06,0.317494864341038,0.239,0.381,0.0673467471929791
"Polr1d",0.190792822219913,0.317416163458161,0.519,0.738,1
"Srp14",0.282556213920508,0.317389432521545,0.519,0.75,1
"Rsl24d1",1.7264990587799e-09,0.315870171056354,0.176,0.287,3.12858894441505e-05
"Bcl7b",9.96453142264591e-11,0.315141505125551,0.162,0.255,1.80567273909767e-06
"Lsm14a",1.05618042690654e-05,0.31411790299818,0.217,0.362,0.191390455159734
"mt-Atp6",0,0.314022514452933,0.999,0.978,0
"Ift20",0.00476646292740547,0.313791367943098,0.257,0.437,1
"Zmat5",2.32186982406571e-08,0.313371539838302,0.187,0.312,0.000420746030818947
"Ube2i",0.963808882662635,0.313064448124287,0.458,0.701,1
"Calm2",8.05721845174485e-06,0.312358582036518,0.755,0.889,0.146004855564068
"Ssb",0.329393972051987,0.310623667800485,0.48,0.708,1
"Psmc4",0.000656880439207589,0.310494831416933,0.25,0.42,1
"Rpl7a",1.01528570385615e-73,0.310428991635044,0.939,0.91,1.83979922395773e-69
"Nop56",2.90467389254356e-07,0.310041817236987,0.197,0.316,0.00526355956067819
"Ndufa1",0.595929310509119,0.309597775397944,0.465,0.695,1
"Mdh2",0.0720295990101949,0.309284544980196,0.439,0.659,1
"Tnfaip8",0.0125192420571477,0.308130559011096,0.45,0.635,1
"H2-D1",1.53480460489348e-219,0.30796892618056,0.997,0.992,2.78121942452748e-215
"Taf1d",0.00423202231991572,0.307322776829027,0.249,0.412,1
"Rpp21",0.00354324128189699,0.307018755798822,0.228,0.395,1
"Rps9",4.73220330909786e-278,0.306363474214836,0.998,0.99,8.57522561641622e-274
"Ntan1",7.46771174432294e-05,0.305948877006916,0.203,0.354,1
"Ccm2",1.54340254328658e-12,0.305423950766947,0.171,0.251,2.79679974868961e-08
"Dap3",3.56339564532332e-09,0.304945679323235,0.17,0.278,6.4572292488904e-05
"Timm17a",1.03894268198161e-05,0.304093200316756,0.207,0.35,0.188266803401888
"Txnl4a",1.50938107260453e-08,0.303820842924406,0.166,0.273,0.000273514944166668
"Sbds",0.00031938526932169,0.303470566182768,0.244,0.402,1
"Eno1",0.288351669371387,0.30270341067876,0.436,0.646,1
"Txndc15",1.9679357921215e-09,0.302422446781206,0.168,0.274,3.56609644890337e-05
"Wdr83os",0.989679303536412,0.300990570372805,0.348,0.579,1
"Polr2g",0.0212731344497965,0.299728505295356,0.271,0.461,1
"Sars",5.99079911731227e-05,0.29877417226705,0.201,0.343,1
"Srrm1",0.583551218461177,0.298682878300161,0.394,0.624,1
"Cct3",0.127971155626269,0.298598072976174,0.309,0.512,1
"Ddx46",0.000554063808693533,0.298497405202472,0.254,0.406,1
"Morf4l1",0.663616541312786,0.297238980990666,0.716,0.89,1
"Uqcrc2",0.383343705945872,0.297080930170404,0.294,0.512,1
"Rsrc2",0.0558365225105173,0.296498599761865,0.406,0.62,1
"Stub1",0.000464493685092345,0.296440877071304,0.224,0.377,1
"Anxa11",3.77781605662543e-06,0.296159815889003,0.25,0.388,0.0684578047621094
"mt-Co3",0,0.295891555518715,0.999,0.975,0
"Uba2",2.47878537016995e-05,0.294941643134174,0.205,0.345,0.449180696928496
"Gps2",8.19128726313402e-05,0.294861783655184,0.188,0.32,1
"Slc3a2",0.0163527263878748,0.294740230614011,0.538,0.707,1
"Ankrd44",0.00188671907203881,0.294689951701741,0.384,0.565,1
"Ubl5",0.118935849400505,0.293857708440208,0.703,0.865,1
"Uqcrc1",0.626879299073229,0.293477508073161,0.323,0.546,1
"Tomm5",0.190031656986199,0.292564843000137,0.29,0.496,1
"Unc119",4.95223575870568e-10,0.291474347716485,0.249,0.327,8.97394641835056e-06
"Herc1",0.001589823251432,0.290941851115036,0.245,0.398,1
"Cd53",0.000219776407770594,0.290209137220938,0.796,0.928,1
"Sirt7",0.00198174103130595,0.290174425027971,0.205,0.355,1
"Lsm2",2.10455138516819e-08,0.288241084931162,0.167,0.27,0.000381365756506328
"Fam104a",0.0641245043051975,0.288095325735851,0.303,0.505,1
"Idnk",0.0447093261000387,0.287106881320319,0.228,0.404,1
"Dcun1d5",0.249172887106058,0.285093439628249,0.279,0.484,1
"Pdcd5",0.589324905734249,0.284625680896869,0.366,0.581,1
"Cyc1",0.244546964635863,0.284529842677895,0.282,0.486,1
"Ndufa6",0.664155261622285,0.283426406147091,0.564,0.774,1
"Arglu1",0.772989520143909,0.283402307895481,0.315,0.537,1
"Ddx18",2.40196484842394e-05,0.283382994322335,0.169,0.282,0.435260050182901
"Atxn10",0.000779565168025763,0.282883346632462,0.23,0.372,1
"Ccnt2",2.02559767495578e-05,0.281805006726039,0.212,0.344,0.367058554678737
"Cope",0.877355023053309,0.28179725867921,0.359,0.582,1
"mt-Cytb",6.02869910064947e-206,0.28063266496477,0.988,0.939,1.09246056402869e-201
"Commd4",0.187089855197738,0.280374682944473,0.238,0.424,1
"Sp110",0.0350995158846323,0.280266924770412,0.322,0.497,1
"Fip1l1",0.00285704024244806,0.279870948793812,0.206,0.354,1
"Sdf2",0.0425967449212916,0.279120738200278,0.225,0.4,1
"Gps1",4.50377963705395e-08,0.278293738532777,0.152,0.251,0.000816129908030547
"Fam162a",1.50603318762968e-06,0.278118056983858,0.169,0.277,0.0272908273930373
